0,0.000193413
1,0.000193157
2,0.000193421
3,0.00019393
4,0.000193666
5,0.000192162
6,0.000190901
7,0.00019289
8,0.000193467
9,0.000191133
10,0.00019013
11,0.000190894
12,0.000191669
13,0.000191188
14,0.000189815
15,0.000190152
16,0.000190337
17,0.000190524
18,0.000189874
19,0.00019063
20,0.000190388
21,0.000189067
22,0.000187586
23,0.000188536
24,0.000189017
25,0.00018761
26,0.000188502
27,0.000189327
28,0.000189652
29,0.000188114
30,0.000188857
31,0.000189506
32,0.000189196
33,0.000190516
34,0.000191333
35,0.000193457
36,0.000194251
37,0.0001954
38,0.000197547
39,0.000201512
40,0.000208755
41,0.000214268
42,0.000222913
43,0.000236002
44,0.000254545
45,0.000280688
46,0.000310785
47,0.000358382
48,0.000433372
49,0.000467927
50,0.000329597
51,0.000008365
52,-0.000278863
53,-0.000350025
54,-0.000268911
55,-0.000189761
56,-0.00014385
57,-0.000105844
58,-0.000080055
59,-0.000066043
60,-0.000057324
61,-0.000049718
62,-0.000043874
63,-0.000039396
64,-0.000036479
65,-0.000035165
66,-0.000033537
67,-0.000031836
68,-0.000030535
69,-0.000028537
70,-0.00002666
71,-0.000026201
72,-0.0000255
73,-0.000024931
74,-0.000025361
75,-0.000024662
76,-0.000023766
77,-0.000025156
78,-0.00002524
79,-0.000024424
80,-0.000024899
81,-0.000024685
82,-0.000023981
83,-0.00002434
84,-0.000025635
85,-0.00002595
86,-0.000025236
87,-0.000025018
88,-0.000025637
89,-0.000025993
90,-0.000025359
91,-0.000025775
92,-0.000025399
93,-0.000025318
94,-0.0000251
95,-0.000025358
96,-0.000024532
97,-0.000023742
98,-0.000024834
99,-0.00002654
100,-0.000025425
101,-0.000023539
102,-0.000024927
103,-0.000025161
